,Prediction,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
383,0,0,1,3,0,1,3,0,1,0,0,0,1,3,2,1,2,1,0,1,0,2,0,0,2,2,0,2,0,3,2,2,3,0,0,2,0,3,2,3,2,2,0,1,0,0,1,3,2,3,1,3,1,1,0,3,2,1,1,1,3
384,0,3,3,2,2,0,2,0,3,0,0,0,1,3,3,1,1,3,2,0,0,3,2,3,2,0,0,2,1,0,2,2,3,2,2,2,3,2,1,3,2,0,2,1,0,1,3,2,0,2,1,0,1,3,3,0,0,2,0,2,0
385,0,0,1,3,0,1,3,0,1,0,0,0,1,3,2,1,2,1,0,1,0,2,0,0,2,2,0,2,0,3,2,2,3,0,0,2,0,3,2,3,2,2,0,1,0,0,1,3,2,3,1,3,1,1,0,3,2,1,1,1,3
386,0,3,3,2,2,0,2,0,3,0,0,0,1,3,3,1,1,3,2,0,0,3,2,3,2,0,0,2,1,0,2,2,3,2,2,2,3,2,1,3,2,0,2,1,0,1,3,3,0,0,2,0,2,0,2,1,0,2,2,1,0
387,0,2,3,3,0,3,2,2,1,2,0,1,1,1,2,1,0,2,1,1,1,3,2,2,1,2,3,1,2,3,2,2,3,2,0,2,1,0,2,1,3,1,2,2,1,1,3,2,1,1,2,2,1,1,1,3,2,2,1,1,2
388,0,2,3,3,3,0,3,3,1,1,3,1,0,3,2,2,0,1,3,0,0,3,3,0,3,2,2,0,1,0,2,2,3,0,0,2,3,0,0,2,0,3,1,3,3,0,0,0,0,3,2,0,2,2,3,3,3,3,3,3,0
389,0,2,3,0,2,0,3,3,3,3,0,3,1,0,2,0,1,3,2,0,0,2,0,2,1,3,0,3,3,2,3,2,3,2,0,2,3,0,3,0,3,3,3,0,0,3,0,3,0,3,2,0,3,3,1,3,3,3,3,3,0
390,0,2,2,0,2,0,3,2,0,3,1,3,1,3,1,0,0,1,3,3,3,0,0,1,3,2,2,0,0,0,2,2,3,0,3,2,3,0,3,1,3,3,2,0,0,0,2,2,2,0,0,2,0,0,0,0,0,0,0,0,2
391,0,3,3,3,3,3,1,3,3,1,3,0,2,0,0,3,2,3,1,3,3,2,0,3,3,2,3,2,2,0,0,2,3,0,0,2,3,3,1,0,1,0,3,3,3,0,1,3,3,3,3,0,0,3,0,3,0,0,1,0,3
392,0,2,3,0,3,0,0,3,1,1,0,0,0,2,0,3,2,2,3,1,0,0,2,2,3,1,2,1,0,0,2,2,3,0,3,2,3,0,3,2,0,1,0,3,3,3,3,2,0,1,0,1,0,2,0,0,3,0,3,3,3
393,0,1,1,1,1,0,1,2,0,0,2,3,2,3,3,2,2,0,3,0,3,0,0,2,1,1,0,2,0,1,3,2,3,0,0,2,3,2,0,0,3,3,0,1,3,3,3,3,3,3,3,2,3,1,0,0,3,1,0,3,3
394,0,2,0,1,3,0,3,0,0,3,2,0,0,3,0,1,3,3,1,0,2,2,2,0,3,3,3,2,0,0,3,2,3,0,0,2,3,0,0,3,3,2,1,3,3,1,3,3,3,3,3,1,3,1,0,1,3,1,0,3,3
395,0,0,1,3,0,3,3,0,1,2,3,0,3,0,0,3,1,1,3,3,3,3,1,3,3,3,3,1,0,0,2,2,3,0,0,2,2,1,3,2,0,2,0,3,1,3,1,1,2,1,3,0,2,2,1,3,3,1,3,3,3
396,0,1,3,3,1,2,2,2,0,2,3,3,2,0,3,1,3,1,3,0,0,3,2,1,3,3,1,3,2,0,3,2,3,0,2,2,3,2,1,3,1,3,2,2,3,3,3,1,1,0,1,0,3,3,3,2,2,1,0,3,2
397,0,2,2,3,0,1,3,0,0,0,2,1,0,3,3,1,0,3,2,2,0,2,2,1,3,1,3,3,1,0,2,2,3,0,3,3,2,1,0,2,3,3,1,3,2,3,0,2,2,1,0,3,3,1,0,3,0,1,3,3,0
398,0,2,0,2,2,3,3,1,1,3,3,1,0,1,3,2,3,2,1,2,3,2,1,3,2,0,1,1,0,3,2,2,3,0,0,2,3,3,0,2,1,3,3,3,3,1,3,2,3,3,0,1,0,0,2,2,3,0,2,3,3
399,0,1,0,2,3,3,1,0,3,0,2,2,1,3,0,3,1,1,1,0,3,1,0,1,1,1,3,3,3,0,3,2,3,2,0,2,3,0,3,2,2,0,1,3,3,3,3,0,0,0,3,1,3,3,3,3,0,1,0,1,3
400,0,0,0,3,2,0,1,3,2,2,2,0,0,2,0,1,1,0,1,3,3,2,2,1,0,2,3,1,0,0,2,2,3,2,3,2,0,2,0,0,2,1,1,3,3,3,2,1,0,3,2,3,3,2,2,1,3,1,0,0,1
401,0,2,1,3,2,3,2,0,3,2,0,2,3,3,2,0,3,0,1,1,0,2,0,2,3,0,3,1,3,1,0,2,3,2,0,2,3,0,3,1,3,1,1,3,3,2,2,1,1,3,0,0,3,3,3,0,2,3,3,2,2
402,0,3,3,1,3,0,3,2,0,2,2,1,0,3,3,1,3,1,3,0,0,0,0,0,3,1,3,1,0,0,2,2,3,0,0,0,0,0,2,2,1,0,0,0,3,0,0,3,2,1,3,3,0,3,3,1,1,1,3,3,3
403,0,0,2,0,1,0,1,0,2,0,0,2,3,1,1,0,3,1,3,0,3,3,0,1,0,3,1,0,1,3,2,2,3,2,1,2,3,3,2,0,1,3,1,3,2,0,3,3,2,0,0,2,1,1,3,3,3,3,3,2,2
404,0,0,0,0,2,0,0,0,3,1,3,3,0,2,0,3,0,0,2,0,0,2,2,3,3,2,0,2,0,0,2,2,3,0,0,2,1,1,0,3,3,1,3,2,2,2,2,1,3,0,2,2,0,3,0,3,0,3,3,3,3
405,0,2,1,0,3,1,3,0,3,1,2,1,0,3,2,0,3,1,0,0,2,1,3,0,2,2,3,1,3,0,2,2,3,0,0,2,3,0,2,1,3,3,3,2,2,3,0,1,3,3,2,2,3,2,3,2,2,1,0,0,2
406,0,3,1,2,2,1,2,2,1,2,1,2,1,0,1,2,1,2,2,0,1,0,1,1,1,2,1,2,0,1,0,2,3,2,0,2,3,2,2,1,2,1,2,2,1,1,0,2,2,1,2,1,2,0,0,2,2,2,2,1,2
407,0,0,3,2,0,2,1,0,2,1,0,0,2,2,2,1,0,0,2,1,3,1,3,0,3,2,2,1,3,1,2,2,3,2,0,2,3,0,1,1,2,1,0,2,2,2,2,3,1,3,2,2,1,3,0,2,2,1,0,1,1
408,0,3,3,0,3,1,3,3,3,1,3,2,0,1,3,1,3,0,0,2,3,2,2,1,0,3,3,1,0,0,2,2,3,0,0,2,2,0,0,1,0,3,1,0,0,0,2,2,0,3,0,1,3,3,0,0,3,3,3,2,3
409,0,0,0,2,1,1,0,0,3,3,3,3,2,3,1,1,0,1,2,3,2,3,3,2,0,2,0,3,1,0,3,2,3,2,0,2,3,2,0,0,0,3,1,1,1,0,3,1,3,2,0,3,3,0,3,1,0,1,3,3,1
410,0,2,0,0,3,3,3,0,1,3,2,0,0,0,2,1,0,2,3,3,0,2,1,0,0,2,2,0,0,0,2,2,3,0,2,2,3,3,3,2,1,3,2,3,3,2,1,1,3,2,1,0,2,1,1,2,0,0,3,3,2
411,0,2,0,3,3,1,3,1,3,3,1,0,2,1,1,0,0,3,1,3,3,1,0,3,3,2,1,3,1,0,0,2,3,0,3,2,0,1,3,3,3,0,0,3,1,3,3,1,1,3,3,0,1,0,0,1,3,0,2,2,3
412,0,2,1,3,1,2,1,1,0,2,3,2,0,0,0,3,2,0,3,2,2,1,3,3,0,3,3,0,1,0,2,2,3,1,0,2,3,2,2,0,2,0,1,2,1,3,2,0,2,0,1,1,0,2,3,0,0,1,0,3,2
413,0,3,3,3,2,0,0,2,1,3,2,0,3,2,2,1,1,1,3,0,0,0,1,0,2,0,3,2,0,0,2,2,3,0,0,2,0,1,3,0,3,2,2,2,3,3,3,0,0,1,3,1,1,1,0,0,1,1,1,0,0
414,0,2,1,0,1,1,3,3,1,3,3,3,1,1,1,3,3,1,0,3,1,3,3,3,2,0,0,2,0,0,2,2,3,0,2,3,3,0,2,1,1,0,0,2,0,2,1,0,2,2,1,0,2,3,0,2,0,3,1,3,1
415,0,0,1,1,3,1,1,0,2,2,2,0,1,0,2,2,0,3,0,3,2,2,0,2,1,0,0,1,0,0,2,2,3,0,0,0,3,2,2,0,0,0,1,0,3,1,1,3,2,2,3,3,3,1,1,1,3,2,1,1,3
416,0,0,0,0,2,0,3,2,0,3,0,0,2,1,1,1,0,1,3,1,3,0,1,0,2,1,3,2,2,0,2,2,3,0,0,2,3,2,0,0,3,2,1,3,0,3,2,2,0,0,3,2,0,0,2,1,1,1,3,3,1
417,0,2,0,3,3,3,0,1,0,2,0,3,2,0,3,3,3,3,2,0,0,3,2,2,0,0,3,3,0,0,3,2,3,0,0,2,3,0,3,0,3,3,3,1,1,3,3,3,1,3,3,0,1,3,0,0,0,0,3,3,0
418,0,1,3,1,0,1,0,3,3,3,0,0,2,3,3,3,3,0,1,0,3,2,1,1,1,0,0,2,0,0,2,2,3,0,0,2,3,0,1,0,0,3,0,3,3,3,3,0,3,2,3,3,1,0,0,3,3,3,1,3,2
419,0,0,0,3,0,3,1,0,0,1,2,3,0,0,3,0,2,3,3,1,3,2,2,0,0,1,3,0,0,0,2,2,3,0,0,2,2,1,0,3,3,0,1,3,3,3,0,3,3,3,2,1,3,1,3,1,1,3,2,2,0
420,0,2,0,3,3,3,0,1,0,2,0,3,2,0,3,3,3,3,2,0,0,3,2,2,0,0,3,3,0,0,3,2,3,0,0,2,3,0,3,0,3,3,3,1,1,3,3,3,1,3,3,0,1,3,0,0,0,0,3,3,0
421,0,1,3,1,0,1,0,3,3,3,0,0,2,3,3,3,3,0,1,0,3,2,1,1,1,0,0,2,0,0,2,2,3,0,0,2,3,0,1,0,0,3,0,3,3,3,3,0,3,2,3,3,1,0,0,3,3,3,1,3,2
422,0,0,0,3,0,3,1,0,0,1,2,3,0,0,3,0,2,3,3,1,3,2,2,0,0,1,3,0,0,0,2,2,3,0,0,2,2,1,0,3,3,0,1,3,3,3,0,3,3,3,2,1,3,1,3,1,1,3,2,2,0
423,0,2,0,3,3,3,0,1,0,2,0,3,2,0,3,3,3,3,2,0,0,3,2,2,0,0,3,3,0,0,3,2,3,0,0,2,3,0,3,0,3,3,3,1,1,3,3,3,1,3,3,0,1,3,0,0,0,0,3,3,0
424,0,1,3,1,0,1,0,3,3,3,0,0,2,3,3,3,3,0,1,0,3,2,1,1,1,0,0,2,0,0,2,2,3,0,0,2,3,0,1,0,0,3,0,3,3,3,3,0,3,2,3,3,1,0,0,3,3,3,1,3,2
425,0,0,0,3,0,3,1,0,0,1,2,3,0,0,3,0,2,3,3,1,3,2,2,0,0,1,3,0,0,0,2,2,3,0,0,2,2,1,0,3,3,0,1,3,3,3,0,3,3,3,2,1,3,1,3,1,1,3,2,2,0
426,0,0,1,3,1,0,3,1,2,0,0,1,3,1,3,2,1,3,2,0,3,0,2,1,1,0,0,3,2,0,2,2,3,0,0,3,3,3,3,1,3,3,3,0,3,2,0,3,3,1,1,3,0,1,0,2,3,1,3,2,3
427,0,1,3,2,0,2,2,0,3,3,1,1,3,2,3,3,1,1,3,2,3,0,1,0,3,0,0,0,0,0,3,2,3,0,0,2,3,3,0,0,0,3,3,0,3,2,0,3,3,1,0,2,3,0,0,0,0,3,2,0,3
428,0,3,3,0,0,3,0,0,0,2,0,0,0,3,0,1,0,3,3,2,0,1,2,2,1,1,0,0,0,0,0,2,3,0,0,2,3,3,0,1,0,1,0,1,0,3,3,1,0,0,3,2,2,0,0,2,1,3,0,3,0
429,0,0,1,3,1,0,3,1,2,0,0,1,3,1,3,2,1,3,2,0,3,0,2,1,1,0,0,3,2,0,2,2,3,0,0,3,3,3,3,1,3,3,3,0,3,2,0,3,3,1,1,3,0,1,0,2,3,1,3,2,3
430,0,1,3,2,0,2,2,0,3,3,1,1,3,2,3,3,1,1,3,2,3,0,1,0,3,0,0,0,0,0,3,2,3,0,0,2,3,3,0,0,0,3,3,0,3,2,0,3,3,1,0,2,3,0,0,0,0,3,2,0,3
431,0,3,3,0,0,3,0,0,0,2,0,0,0,3,0,1,0,3,3,2,0,1,2,2,1,1,0,0,0,0,0,2,3,0,0,2,3,3,0,1,0,1,0,1,0,3,3,1,0,0,3,2,2,0,0,2,1,3,0,3,0
432,0,1,1,2,1,3,2,1,2,2,2,3,0,1,3,0,0,2,0,2,1,1,0,2,2,1,0,0,1,0,2,2,3,0,2,2,3,2,1,3,1,1,1,3,1,1,0,1,1,1,1,0,2,2,2,2,3,1,1,3,2
433,0,2,1,1,3,3,1,1,0,3,2,0,0,1,0,2,1,1,0,2,0,0,1,3,2,1,0,2,0,0,2,2,3,0,1,2,3,3,1,1,3,2,0,3,2,1,0,2,2,3,1,1,1,2,2,2,1,1,0,2,3
434,0,3,1,0,3,1,1,3,1,1,3,1,1,1,3,2,0,2,3,1,1,3,1,3,1,3,2,1,0,2,2,2,2,1,1,0,1,0,1,1,0,2,2,0,2,1,1,3,0,2,1,3,1,1,3,3,2,3,1,1,3
435,0,2,3,2,3,2,3,0,3,2,3,2,2,2,3,0,2,0,3,2,2,0,3,2,3,3,3,2,0,2,2,2,0,2,3,0,3,2,1,0,3,2,3,2,2,2,3,3,1,0,3,2,1,0,3,0,2,0,3,1,3
436,0,2,0,1,1,2,1,0,3,3,1,1,3,2,2,0,0,3,3,2,3,2,1,1,1,0,3,2,1,0,2,2,3,2,0,2,0,1,1,1,0,0,2,0,2,0,2,0,1,1,3,2,2,1,3,2,0,0,1,1,1
437,0,2,1,0,1,0,1,2,2,0,3,2,1,1,0,3,2,0,3,1,0,3,1,2,0,1,0,3,2,0,2,2,3,1,0,2,3,2,2,1,1,0,2,2,2,2,3,1,0,2,3,2,1,3,3,1,1,3,0,2,1
438,0,2,3,2,0,0,1,3,1,3,2,2,0,1,0,1,0,1,2,1,1,1,0,2,2,3,3,2,3,0,2,2,3,0,1,2,3,2,2,0,2,0,0,2,1,3,3,3,1,3,1,1,3,3,3,1,3,2,1,3,2
439,0,3,1,3,1,1,0,3,1,2,1,1,3,3,2,3,1,3,2,3,2,2,2,2,3,2,1,0,1,3,2,2,3,2,0,2,0,3,3,2,2,2,2,2,2,0,3,0,0,0,2,2,0,0,2,2,2,2,2,2,1
440,0,2,2,3,2,1,3,1,0,1,0,2,1,3,2,1,1,1,0,3,3,2,1,1,3,0,0,0,2,0,0,2,3,0,0,2,3,0,2,2,0,1,1,1,3,2,2,2,0,3,1,3,2,2,2,2,0,2,2,2,0
441,0,1,0,2,2,1,3,2,2,2,2,1,0,2,1,0,3,1,2,0,0,1,1,0,2,0,2,2,0,2,3,2,3,0,1,2,1,1,3,2,2,2,1,1,0,2,0,3,2,2,3,2,3,0,2,1,3,2,2,2,0
442,0,1,3,1,3,2,2,0,1,0,2,2,3,2,2,3,0,0,0,2,0,1,0,1,3,3,2,3,2,2,2,2,3,2,0,2,3,1,0,3,1,1,1,3,0,1,3,1,1,1,0,0,1,0,3,1,3,2,2,0,2
443,0,3,3,1,0,0,2,0,3,1,0,3,1,2,0,2,2,0,1,1,3,2,0,2,2,2,1,3,1,0,2,2,3,0,0,2,2,2,2,3,0,2,2,0,2,2,2,0,1,1,3,1,0,0,1,3,1,1,1,0,2
444,0,1,1,2,3,1,3,3,2,1,3,2,1,3,2,0,3,2,0,1,3,3,3,0,2,0,2,3,1,0,0,2,3,0,0,2,3,3,3,2,2,2,2,2,1,3,0,2,0,2,0,2,1,3,2,2,2,2,2,3,1
445,0,1,3,2,1,3,1,3,3,1,0,3,2,0,0,2,0,0,2,0,0,1,1,0,1,2,0,0,2,0,2,2,1,0,0,2,1,0,2,2,2,2,1,1,0,1,3,2,2,1,1,0,2,2,1,1,0,2,2,2,0
446,0,2,0,2,2,0,2,1,3,0,2,0,1,0,0,2,3,0,1,3,2,2,3,1,3,1,0,2,1,0,2,2,3,2,1,2,3,2,0,2,2,2,2,0,2,2,2,2,0,3,2,2,1,3,2,1,1,0,0,2,2
447,0,2,0,2,0,3,1,2,0,1,1,3,2,2,0,1,3,1,1,0,3,2,0,2,0,0,0,3,1,3,2,2,3,2,0,2,3,2,1,1,3,3,1,0,1,0,3,1,0,1,1,3,2,1,1,1,0,2,1,3,1
448,0,1,1,2,1,1,3,2,1,3,2,2,0,0,2,0,3,2,2,1,2,0,2,2,0,1,3,3,3,0,0,2,3,2,0,2,3,2,2,2,2,1,3,1,3,1,1,3,0,1,1,1,0,1,0,1,2,3,2,1,3
449,0,3,3,1,0,0,2,0,1,1,0,3,3,2,0,2,2,0,1,1,3,2,0,2,2,0,0,1,0,0,2,2,3,2,2,2,3,2,0,0,3,2,2,2,1,0,2,1,0,2,0,0,2,2,1,0,1,1,0,3,3
450,0,1,1,2,3,1,3,2,2,1,1,2,1,2,2,0,3,2,0,1,3,3,1,1,2,1,0,1,1,0,0,2,3,2,0,2,3,3,3,2,0,0,0,3,2,2,3,2,2,2,1,1,0,2,0,0,1,0,3,1,1
451,0,1,3,2,2,1,1,3,0,1,1,3,2,0,0,2,0,0,2,0,0,1,1,0,1,2,0,2,2,0,2,2,3,2,0,2,0,0,1,3,0,3,0,3,2,2,0,0,0,0,2,3,1,0,2,1,3,3,0,0,0
452,0,0,0,2,2,0,3,2,1,1,2,0,2,2,0,0,3,2,2,3,3,1,3,3,1,0,1,1,0,0,2,2,3,2,2,2,3,2,3,1,0,3,3,3,2,0,2,2,3,2,2,0,0,2,2,0,0,1,1,1,0
453,0,2,0,2,0,3,3,2,0,2,1,3,2,1,0,2,3,1,1,1,0,2,1,3,1,0,2,1,0,3,2,2,3,0,2,2,0,0,3,0,2,3,2,1,1,0,2,2,0,0,2,2,2,3,2,2,3,2,1,0,1
454,0,1,1,2,1,1,2,1,1,3,2,1,3,2,2,0,2,2,2,1,2,0,2,2,0,1,2,1,1,1,0,2,3,2,0,2,3,1,3,3,2,2,1,1,1,3,1,1,1,1,3,3,0,2,3,1,1,2,1,1,1
455,0,3,1,3,1,1,3,1,3,2,2,0,3,1,2,1,0,2,3,1,0,3,1,1,0,2,0,2,0,3,2,2,3,0,0,2,0,1,1,1,3,1,1,3,1,1,3,1,3,2,1,0,2,2,1,1,3,2,2,2,1
456,0,0,3,2,2,3,3,0,3,2,2,0,2,2,1,0,3,1,2,1,3,3,3,2,1,1,3,2,0,0,3,2,3,2,0,2,3,3,1,1,1,3,2,1,1,3,1,3,2,3,2,3,3,3,1,0,3,1,1,0,3
457,0,1,0,0,2,2,0,0,1,0,3,1,3,2,3,2,0,1,0,3,1,3,1,1,3,2,3,2,0,1,0,2,3,2,0,2,3,0,2,1,1,1,1,3,0,3,0,0,1,1,1,3,1,3,3,3,1,3,1,3,2
458,0,2,0,3,1,1,3,2,2,0,3,0,3,3,0,0,0,2,2,0,0,3,3,2,0,1,3,0,1,3,2,2,3,2,0,0,3,1,1,3,3,0,3,3,1,3,0,3,3,3,3,1,3,0,3,3,3,1,1,1,1
459,0,0,2,1,1,0,2,2,2,1,0,1,3,1,0,1,1,0,2,2,1,3,2,1,0,0,2,0,0,1,0,2,3,2,1,3,2,2,2,2,3,0,0,2,0,2,2,2,2,0,2,1,2,2,2,2,2,0,3,1,1
460,0,2,1,0,1,3,0,1,1,0,1,1,1,3,1,0,1,1,1,1,3,3,1,1,3,1,0,0,1,0,2,2,3,0,2,3,2,2,2,2,0,3,1,3,2,2,2,2,3,2,2,2,2,2,2,1,0,2,3,2,2
461,0,1,0,0,2,1,1,0,1,3,2,3,2,0,2,1,3,2,2,0,1,1,3,2,2,1,3,2,0,2,2,2,3,2,0,2,3,2,3,2,2,2,3,3,3,2,3,2,3,2,1,1,3,3,2,3,2,2,2,3,3
462,0,1,0,0,3,2,2,0,1,1,1,1,0,0,1,3,2,1,3,1,1,3,2,1,2,1,1,2,1,3,2,2,3,0,0,2,2,0,0,1,2,1,1,2,2,2,3,3,1,1,2,3,2,1,1,3,2,2,2,2,0
463,0,0,0,2,0,2,3,2,1,0,0,0,3,2,1,0,1,1,3,1,1,3,2,1,0,0,2,0,0,2,0,2,3,2,0,2,3,2,3,2,0,2,2,1,1,0,3,1,3,1,1,0,3,2,2,3,1,3,2,2,2
464,0,2,2,2,1,1,1,3,2,0,1,1,1,3,2,0,1,1,2,0,2,0,1,1,3,2,2,2,1,2,2,2,3,2,0,2,3,2,1,2,2,2,2,3,1,0,2,2,0,2,2,2,0,0,0,1,2,2,1,1,1
465,0,3,2,1,2,1,2,2,1,3,0,1,3,0,1,0,0,1,1,0,2,0,2,1,2,0,2,2,1,1,0,2,3,2,0,2,3,0,0,1,3,1,1,2,2,1,1,1,0,2,2,2,0,2,1,0,2,0,3,1,0
466,0,0,2,0,0,1,2,2,2,0,0,2,2,0,2,0,3,2,1,3,2,1,0,2,1,2,1,2,1,2,2,2,3,0,1,1,0,2,2,2,2,1,0,2,3,2,2,2,2,1,2,1,1,3,1,1,1,3,2,0,3
467,0,2,2,1,3,2,1,1,2,2,0,2,1,1,1,1,3,1,0,3,2,1,3,2,0,2,0,3,2,2,0,2,3,0,0,2,2,0,2,2,2,0,2,0,3,2,2,0,2,2,1,0,3,1,0,3,2,3,1,3,2
468,0,1,3,2,1,3,2,3,2,1,3,2,3,2,2,0,2,0,0,0,2,0,0,2,0,2,1,3,1,0,2,2,3,0,0,2,2,0,0,2,2,2,2,3,2,0,1,0,0,2,3,2,2,2,2,3,1,3,2,0,2
469,0,0,2,2,0,2,2,2,0,2,1,3,0,1,3,1,3,1,0,2,2,1,3,2,1,0,0,2,3,0,0,2,3,0,3,2,0,0,2,2,0,2,2,1,3,2,0,3,1,1,1,3,2,0,2,0,3,1,1,3,3
470,0,2,1,3,1,3,0,0,3,2,3,2,3,1,3,1,3,1,0,1,2,2,1,3,3,2,3,0,0,0,3,2,3,2,0,1,0,1,1,1,1,2,2,2,2,2,2,1,1,3,2,0,3,2,3,2,3,2,3,2,2
471,0,2,2,2,1,1,1,3,2,2,1,1,1,3,2,0,1,1,1,0,2,0,1,1,3,2,2,2,1,2,1,2,3,2,0,2,3,2,1,0,2,2,2,3,1,3,2,1,0,2,2,2,0,0,0,3,2,2,3,1,2
472,0,1,2,1,3,1,1,2,1,3,0,1,3,0,1,0,0,1,1,0,2,0,2,1,2,0,2,2,2,1,2,2,3,2,0,2,3,2,0,1,1,1,1,2,2,1,1,1,2,2,2,0,1,2,1,0,2,2,3,1,0
473,0,0,2,0,0,1,2,2,2,0,0,2,2,0,2,0,1,2,1,3,2,1,0,2,1,2,1,2,1,2,2,2,3,0,1,1,0,2,2,2,2,1,1,0,1,0,2,2,2,1,2,1,1,3,1,1,1,2,2,0,3
474,0,2,3,1,3,2,1,1,0,2,0,2,1,1,1,1,3,1,0,1,1,1,3,2,0,2,0,3,2,2,2,2,3,0,0,2,2,0,2,2,2,0,2,0,3,2,2,2,2,2,3,2,3,1,0,3,2,3,1,1,1
475,0,1,3,2,1,3,2,3,0,0,3,2,3,2,2,0,2,2,0,0,2,0,0,2,0,2,1,3,1,0,2,2,3,0,0,2,2,0,0,2,2,2,2,3,2,0,2,2,0,2,3,2,3,2,2,3,1,3,2,0,2
476,0,2,0,0,0,0,2,2,0,2,2,2,0,2,1,3,0,1,3,1,3,1,0,2,2,1,3,2,1,0,0,2,3,0,0,2,3,0,3,2,0,0,2,2,0,2,2,1,3,2,0,3,1,1,1,3,2,0,0,0,3
477,0,2,2,1,3,1,3,2,0,3,2,3,2,3,1,3,1,3,1,0,1,2,2,1,2,3,2,0,0,0,2,2,3,2,0,2,0,1,1,3,3,2,2,2,2,2,2,1,1,3,2,0,3,2,3,2,3,2,2,2,2
478,0,2,2,2,1,0,2,3,2,2,1,1,1,3,2,0,1,1,2,0,2,0,1,1,3,2,2,2,1,3,2,2,3,2,0,2,3,2,1,2,2,2,2,3,1,0,2,2,1,0,2,2,2,0,0,0,3,2,2,1,1
479,0,3,2,1,3,1,1,2,1,3,0,1,3,0,1,0,0,1,1,0,2,0,2,1,2,0,2,2,1,1,2,2,3,2,0,2,3,2,0,1,1,1,1,2,2,1,1,1,2,2,2,1,2,1,0,2,2,3,1,0,1
480,0,0,2,0,0,1,2,2,2,0,0,2,2,0,2,0,1,2,1,3,2,1,0,2,1,2,1,2,1,2,2,2,3,0,1,1,0,2,2,2,2,1,0,2,3,2,2,2,2,0,2,1,1,3,3,1,1,1,1,0,3
481,0,2,2,1,3,2,1,1,2,0,0,2,1,1,1,1,3,1,0,1,1,1,3,2,0,2,0,3,2,2,2,2,3,0,0,2,2,0,2,2,2,2,2,0,3,2,0,2,2,2,2,3,1,0,3,0,3,1,3,1,3
482,0,1,3,2,1,3,2,3,2,0,3,2,3,2,3,0,2,2,0,2,2,0,0,2,0,2,1,3,1,0,2,2,3,0,2,2,2,0,0,2,2,2,2,3,2,0,2,2,2,2,3,2,2,2,2,3,1,3,2,0,2
483,0,2,0,0,0,0,2,2,0,2,2,2,0,2,1,3,0,1,3,1,3,1,0,2,2,1,3,2,1,2,3,2,3,0,0,2,3,2,0,3,2,2,2,2,2,3,2,2,2,0,2,3,2,3,2,2,0,2,2,0,2
484,0,1,1,3,3,2,1,3,1,1,3,2,1,1,2,1,3,2,2,1,1,3,3,2,1,3,2,1,3,1,1,2,3,2,0,2,3,3,3,2,0,2,0,1,2,1,1,1,2,2,2,0,0,2,2,1,0,2,2,2,2
485,0,3,1,0,2,1,1,0,1,3,3,1,2,3,2,1,1,2,2,3,1,3,3,1,1,3,2,1,1,0,2,2,3,1,1,2,1,2,1,2,1,1,2,2,2,3,3,2,1,2,2,1,0,1,1,3,1,3,1,1,2
486,0,0,2,2,1,2,3,2,1,1,2,2,1,1,0,2,1,2,2,1,2,2,2,2,2,2,1,2,1,0,2,2,3,2,0,2,2,1,2,3,2,1,2,2,2,2,2,1,1,1,2,2,2,2,1,2,2,2,2,2,1
487,0,1,0,1,3,2,2,3,3,0,3,1,0,1,1,1,3,3,3,0,1,3,2,1,0,0,1,1,0,1,0,2,3,0,0,2,3,1,1,1,2,0,2,2,0,0,3,1,2,1,2,2,1,2,2,2,0,0,2,2,0
488,0,2,0,0,1,1,2,0,0,2,0,1,2,3,2,3,3,3,2,1,0,0,0,3,2,3,1,1,1,1,2,2,3,2,0,2,3,1,3,1,3,3,3,3,2,0,0,1,3,1,3,1,0,2,1,1,3,2,1,3,1
489,0,1,1,0,3,1,3,0,1,0,2,2,1,3,1,1,0,1,1,3,3,2,2,2,1,3,2,1,0,0,2,2,3,2,0,2,0,2,2,1,3,2,0,3,1,3,1,2,1,3,1,3,2,2,1,1,1,3,1,0,1
490,0,0,1,3,3,3,2,1,3,2,2,1,0,2,0,1,1,3,2,0,2,1,1,0,1,3,3,0,1,1,3,2,3,0,0,2,2,2,1,3,2,2,2,2,2,1,0,3,3,3,3,3,3,1,3,3,3,1,3,3,0
491,0,2,3,2,2,0,2,1,0,2,1,3,2,0,1,1,1,0,2,2,0,2,3,3,1,3,2,3,2,0,2,2,3,0,0,2,2,1,3,2,2,2,1,3,1,1,3,2,0,2,2,1,1,0,1,1,3,1,2,2,2
492,0,3,2,3,3,0,1,1,3,1,0,1,1,3,3,1,2,2,0,2,0,1,0,0,2,0,3,1,0,0,2,2,3,2,1,1,3,1,0,1,0,2,1,1,1,1,3,1,0,2,2,1,1,1,0,1,1,1,1,1,0
493,0,1,0,0,0,3,3,2,3,2,2,0,1,2,3,2,0,3,3,1,1,1,3,3,3,1,3,1,0,2,2,2,3,2,0,2,2,0,1,1,3,2,2,0,2,1,1,3,0,2,0,1,0,1,1,1,1,3,2,2,2
